conversation_id,tweet_text,roberta-large-predictions,mapped_predictions,averaged_predictions,cosine_similarity_tweet_replies,clip_predictions,cosine_similarity_clip_replies,cosine_similarity_clip_tweet,matched_filename,tweet_distribution,average_reply_distribution,clip_distribution,clip_tweet_dist,cosine_similarity_multi,jsd,jsd_image,jsd_multi,jsd_image_reply,tweet_entropy,reply_entropy,multi_entropy,KL_Divergence_tweet_distribution,KL_Divergence_clip_distribution,KL_Divergence_clip_tweet_dist,MSE_tweet_distribution,MSE_clip_distribution,MSE_clip_tweet_dist
1096448460583260161,"Our students took the lead in the fight against global warming today, as they took part in a series of activities and workshops inspired by the #ClimateStrike [URL] #makeadifference [URL]","[('optimism', 0.9810001850128174), ('joy', 0.8423393368721008), ('anticipation', 0.4063510298728943), ('trust', 0.27844372391700745), ('love', 0.1772945374250412), ('sadness', 0.04818467050790787), ('surprise', 0.0310452152043581), ('fear', 0.023426037281751633), ('anger', 0.010760867036879063), ('disgust', 0.009208334609866142), ('pessimism', 0.008013449609279633)]","[('fear', 0.011164323351160214), ('disgust', 0.00326992693826541), ('joy', 0.8093122321805383), ('surprise', 0.1553216542480788), ('sadness', 0.017110624100956855), ('anger', 0.0038212391810004643)]","[('fear', 0.06047392221213688), ('disgust', 0.22557494536031508), ('joy', 0.09737005658377404), ('surprise', 0.2818493961080098), ('sadness', 0.1154232872599787), ('anger', 0.21930839247578554)]",0.3398425249365723,"[('anger', 0.5489631), ('disgust', 0.13539463), ('fear', 0.09778652), ('surprise', 0.08921932), ('sadness', 0.08289676), ('joy', 0.04573966)]",0.7360226155832597,0.1153058574760857,id_1096448460583260161_2019-02-15.jpg,"{'fear': 0.011164323351160214, 'disgust': 0.00326992693826541, 'joy': 0.8093122321805383, 'surprise': 0.1553216542480788, 'sadness': 0.017110624100956855, 'anger': 0.0038212391810004643}","{'fear': 0.06047392221213688, 'disgust': 0.22557494536031508, 'joy': 0.09737005658377404, 'surprise': 0.2818493961080098, 'sadness': 0.1154232872599787, 'anger': 0.21930839247578554}","{'anger': 0.5489631, 'disgust': 0.13539463, 'fear': 0.09778652, 'surprise': 0.08921932, 'sadness': 0.08289676, 'joy': 0.04573966}","{'fear': 0.05447542167558011, 'disgust': 0.0693322784691327, 'joy': 0.4275259460902691, 'surprise': 0.1222704871240394, 'sadness': 0.05000369205047843, 'anger': 0.2763921695905002}",0.6686842414092484,0.6973714859461734,0.8178829622912109,0.3843415159942739,0.3329013944982982,0.8948369135630018,2.411119987502948,2.1193434446637323,2.127488136291504,0.6875160336494446,0.4095790982246399,0.10513699799776077,0.052507463842630386,0.02774239517748356
1096541711847833601,Why are Arctic fisheries under threat due to climate change?[URL] #climateaction [URL],"[('fear', 0.9263613820075989), ('sadness', 0.45347267389297485), ('anticipation', 0.321605920791626), ('disgust', 0.14795802533626556), ('pessimism', 0.1437121033668518), ('optimism', 0.09410878270864487), ('anger', 0.0476384162902832), ('surprise', 0.02872873842716217), ('trust', 0.01670815795660019), ('love', 0.00428222818300128), ('joy', 0.0025635177735239267)]","[('fear', 0.48925698009041596), ('disgust', 0.06764908919393633), ('joy', 0.053797511584681296), ('surprise', 0.16017935191657423), ('sadness', 0.20733592039687423), ('anger', 0.02178114681751793)]","[('fear', 0.08450050080627194), ('disgust', 0.13824671924567467), ('joy', 0.07612925481855132), ('surprise', 0.4968303673334513), ('sadness', 0.1629977352605924), ('anger', 0.041295422535458357)]",0.5426963505626586,"[('anger', 0.31692), ('sadness', 0.2740194), ('fear', 0.16425577), ('disgust', 0.08610857), ('surprise', 0.08014437), ('joy', 0.0785519)]",0.4947107005061814,0.6297081995189892,id_1096541711847833601_2019-02-15.jpg,"{'fear': 0.48925698009041596, 'disgust': 0.06764908919393633, 'joy': 0.053797511584681296, 'surprise': 0.16017935191657423, 'sadness': 0.20733592039687423, 'anger': 0.02178114681751793}","{'fear': 0.08450050080627194, 'disgust': 0.13824671924567467, 'joy': 0.07612925481855132, 'surprise': 0.4968303673334513, 'sadness': 0.1629977352605924, 'anger': 0.041295422535458357}","{'anger': 0.31692, 'sadness': 0.2740194, 'fear': 0.16425577, 'disgust': 0.08610857, 'surprise': 0.08014437, 'joy': 0.0785519}","{'fear': 0.326756375045208, 'disgust': 0.07687882959696817, 'joy': 0.06617470579234064, 'surprise': 0.12016186095828713, 'sadness': 0.24067766019843712, 'anger': 0.16935057340875895}",0.5764415973007009,0.4400041429522751,0.4331707793412303,0.4315377285481058,0.4812695229986817,2.008410330767634,2.096574400981174,2.366825839439071,0.5264327526092529,0.6950984001159668,0.5609142184257507,0.04749852418899536,0.04286074638366699,0.03781074658036232
1095943507779305472,"Everywhere there are signs that we have reached the limits to \growth\"" (as we know it).#water #soil #ClimateChange [URL]","[('fear', 0.871435284614563), ('sadness', 0.6159699559211731), ('pessimism', 0.37410682439804077), ('disgust', 0.2348881959915161), ('anticipation', 0.17938867211341858), ('optimism', 0.09080124646425247), ('anger', 0.08955120295286179), ('surprise', 0.02984667383134365), ('trust', 0.01296846941113472), ('love', 0.004517675377428532), ('joy', 0.0038846663665026426)]","[('fear', 0.49675462303614526), ('disgust', 0.09367952830426954), ('joy', 0.044737137182817965), ('surprise', 0.08344850378685675), ('sadness', 0.24566485632330962), ('anger', 0.035715351366600846)]","[('fear', 0.0318985875978461), ('disgust', 0.09589762143907377), ('joy', 0.40286576795498685), ('surprise', 0.3952341572157229), ('sadness', 0.04869365642813489), ('anger', 0.025410209364235475)]",0.2696783979982666,"[('surprise', 0.3934697), ('disgust', 0.3006397), ('anger', 0.16066933), ('sadness', 0.098447576), ('fear', 0.025345664), ('joy', 0.021428075)]",0.6628132145670997,0.3446032303723372,id_1095943507779305472_2019-02-14.jpg,"{'fear': 0.49675462303614526, 'disgust': 0.09367952830426954, 'joy': 0.044737137182817965, 'surprise': 0.08344850378685675, 'sadness': 0.24566485632330962, 'anger': 0.035715351366600846}","{'fear': 0.0318985875978461, 'disgust': 0.09589762143907377, 'joy': 0.40286576795498685, 'surprise': 0.3952341572157229, 'sadness': 0.04869365642813489, 'anger': 0.025410209364235475}","{'surprise': 0.3934697, 'disgust': 0.3006397, 'anger': 0.16066933, 'sadness': 0.098447576, 'fear': 0.025345664, 'joy': 0.021428075}","{'fear': 0.26105014351807265, 'disgust': 0.1971596141521348, 'joy': 0.033082606091408985, 'surprise': 0.23845910189342837, 'sadness': 0.1720562161616548, 'anger': 0.09819234068330042}",0.559701798481421,0.6545587365384771,0.6046189874631694,0.526426845473968,0.4867854488291377,1.9901889908100348,1.8875689838537344,2.3891720652048076,1.3273138999938965,0.7661000490188599,0.9747200012207031,0.08007771521806717,0.053325895220041275,0.04076633229851723
1096757339749679104,"Editorial: Mitch McConnell doubtlessly understands that while the Green New Deal may sound overreaching right now, people are shortly going to be forced to realize that climate change is about the economy.  [URL] [URL]","[('disgust', 0.7204411625862122), ('anticipation', 0.6125317811965942), ('anger', 0.3859970271587372), ('pessimism', 0.3165826201438904), ('optimism', 0.2598866820335388), ('sadness', 0.039259057492017746), ('trust', 0.03682151809334755), ('surprise', 0.029752569273114204), ('fear', 0.01675475388765335), ('joy', 0.01218867115676403), ('love', 0.0025409674271941185)]","[('fear', 0.13702042579834062), ('disgust', 0.2961418747208134), ('joy', 0.12801848395744747), ('surprise', 0.26401502513979147), ('sadness', 0.016137682699476606), ('anger', 0.1586665076841305)]","[('fear', 0.21606504528862117), ('disgust', 0.1947622532117534), ('joy', 0.11346146961625667), ('surprise', 0.28161873258582515), ('sadness', 0.14834498062312965), ('anger', 0.045747518674414)]",0.8878804972525673,"[('anger', 0.65399826), ('disgust', 0.11806615), ('fear', 0.07640405), ('sadness', 0.06183855), ('surprise', 0.05830307), ('joy', 0.03138997)]",0.3257949958502991,0.5381231102937246,id_1096757339749679104_2019-02-16.jpg,"{'fear': 0.13702042579834062, 'disgust': 0.2961418747208134, 'joy': 0.12801848395744747, 'surprise': 0.26401502513979147, 'sadness': 0.016137682699476606, 'anger': 0.1586665076841305}","{'fear': 0.21606504528862117, 'disgust': 0.1947622532117534, 'joy': 0.11346146961625667, 'surprise': 0.28161873258582515, 'sadness': 0.14834498062312965, 'anger': 0.045747518674414}","{'anger': 0.65399826, 'disgust': 0.11806615, 'fear': 0.07640405, 'sadness': 0.06183855, 'surprise': 0.05830307, 'joy': 0.03138997}","{'fear': 0.10671223789917031, 'disgust': 0.20710401236040668, 'joy': 0.07970422697872373, 'surprise': 0.16115904756989574, 'sadness': 0.038988116349738304, 'anger': 0.40633238384206527}",0.6304274894976233,0.2872963340002499,0.4857356611474849,0.4142504971497394,0.5903470028892217,2.317213951516172,2.420346701136068,2.2406312822372954,0.29346317052841187,0.4857633411884308,0.43602895736694336,0.007879523560404778,0.04260967671871185,0.02829013578593731
1100430895083868160,This photo worries me #February #climatechange [URL],"[('fear', 0.9942943453788757), ('pessimism', 0.2782052159309387), ('sadness', 0.26704928278923035), ('anticipation', 0.09872595220804214), ('disgust', 0.07528592646121979), ('surprise', 0.02741277404129505), ('anger', 0.026268567889928818), ('optimism', 0.01729327067732811), ('trust', 0.009542714804410934), ('love', 0.006907265167683363), ('joy', 0.006446972023695707)]","[('fear', 0.7040371969671779), ('disgust', 0.04165352527294853), ('joy', 0.02223608760001744), ('surprise', 0.06978890834837148), ('sadness', 0.1477506430835222), ('anger', 0.014533638727962414)]","[('fear', 0.4635530298826913), ('disgust', 0.22084705002889213), ('joy', 0.01672009661129753), ('surprise', 0.04418067520839292), ('sadness', 0.08643840749363334), ('anger', 0.16826074077509276)]",0.8902623384452535,"[('anger', 0.52634525), ('sadness', 0.15412398), ('fear', 0.13374111), ('disgust', 0.12293263), ('surprise', 0.051993117), ('joy', 0.010863877)]",0.6072544708035507,0.3177936894508706,id_1100430895083868160_2019-02-26.jpg,"{'fear': 0.7040371969671779, 'disgust': 0.04165352527294853, 'joy': 0.02223608760001744, 'surprise': 0.06978890834837148, 'sadness': 0.1477506430835222, 'anger': 0.014533638727962414}","{'fear': 0.4635530298826913, 'disgust': 0.22084705002889213, 'joy': 0.01672009661129753, 'surprise': 0.04418067520839292, 'sadness': 0.08643840749363334, 'anger': 0.16826074077509276}","{'anger': 0.52634525, 'sadness': 0.15412398, 'fear': 0.13374111, 'disgust': 0.12293263, 'surprise': 0.051993117, 'joy': 0.010863877}","{'fear': 0.41888915348358896, 'disgust': 0.08229307763647427, 'joy': 0.01654998230000872, 'surprise': 0.06089101267418574, 'sadness': 0.1509373115417611, 'anger': 0.2704394443639812}",0.9387383212493468,0.3597736890314076,0.6271264365371394,0.2013792445849813,0.3965481961647918,1.433912015519739,2.030841838225786,2.0881182545547987,0.5154417157173157,0.44555985927581787,0.12295011430978775,0.019670061767101288,0.009041812270879745,0.006011988501995802
1099993584458219521,"Frosty, foggy sunrise, R. Wharfe & Ilkley woods. Fog melted all too quickly, but air alive with bird song, woodpecker hammering and glowing catkins. Now 12C and rising rapidly, another unseasonal day. #ClimateChange [URL]","[('joy', 0.9295976161956787), ('optimism', 0.35823962092399597), ('sadness', 0.24089036881923676), ('anticipation', 0.0657065361738205), ('fear', 0.05468076840043068), ('surprise', 0.05251867696642876), ('disgust', 0.03288944810628891), ('love', 0.019077487289905548), ('pessimism', 0.017273904755711555), ('anger', 0.014863229356706142), ('trust', 0.005693344399333)]","[('fear', 0.04016603101119184), ('disgust', 0.018359316144922515), ('joy', 0.7327148340026742), ('surprise', 0.06599484604691946), ('sadness', 0.1344681255558586), ('anger', 0.008296847238433389)]","[('fear', 0.011996628140108854), ('disgust', 0.22215444372269158), ('joy', 0.3544504862805979), ('surprise', 0.15234398765738358), ('sadness', 0.019153889085018968), ('anger', 0.23990056511419913)]",0.735338405666681,"[('surprise', 0.35803404), ('anger', 0.22438407), ('fear', 0.15377484), ('joy', 0.10626895), ('disgust', 0.10346358), ('sadness', 0.054074544)]",0.7125893085946395,0.3324585185974827,id_1099993584458219521_2019-02-25.jpg,"{'fear': 0.04016603101119184, 'disgust': 0.018359316144922515, 'joy': 0.7327148340026742, 'surprise': 0.06599484604691946, 'sadness': 0.1344681255558586, 'anger': 0.008296847238433389}","{'fear': 0.011996628140108854, 'disgust': 0.22215444372269158, 'joy': 0.3544504862805979, 'surprise': 0.15234398765738358, 'sadness': 0.019153889085018968, 'anger': 0.23990056511419913}","{'surprise': 0.35803404, 'anger': 0.22438407, 'fear': 0.15377484, 'joy': 0.10626895, 'disgust': 0.10346358, 'sadness': 0.054074544}","{'fear': 0.09697043550559592, 'disgust': 0.06091144807246126, 'joy': 0.41949189200133713, 'surprise': 0.21201444302345973, 'sadness': 0.0942713347779293, 'anger': 0.11634045861921669}",0.879231064773756,0.5228693816273965,0.6494856212132263,0.3213880624801237,0.3948178220086129,1.3263184300107964,2.106011088497542,2.254779742502205,1.1792163848876953,0.6330159902572632,0.295410692691803,0.04330061748623848,0.033963318914175034,0.01032008696347475
1100393577664921600,"With [USER] in mind, I present something I stole from somewhere else on the internet.#amwriting #climatechange #GlobalWarming [URL]","[('anticipation', 0.6347393989562988), ('optimism', 0.2583937644958496), ('joy', 0.15765804052352905), ('disgust', 0.07296869158744812), ('surprise', 0.03929191827774048), ('sadness', 0.035184286534786224), ('trust', 0.033814456313848495), ('pessimism', 0.02572629787027836), ('fear', 0.017871296033263206), ('anger', 0.01691649854183197), ('love', 0.004695949610322714)]","[('fear', 0.0336074293366439), ('disgust', 0.05624829094326047), ('joy', 0.3504016165936396), ('surprise', 0.5195805051706731), ('sadness', 0.027121988110036622), ('anger', 0.013040169845746347)]","[('fear', 0.03359963201805588), ('disgust', 0.20311528414647492), ('joy', 0.4018675492786482), ('surprise', 0.2905089862493358), ('sadness', 0.009716253685679813), ('anger', 0.061192294621805414)]",0.8956575422990246,"[('surprise', 0.38531786), ('fear', 0.22382773), ('disgust', 0.16835186), ('sadness', 0.107352555), ('anger', 0.09484795), ('joy', 0.020302026)]",0.6268206539038776,0.727454196390251,id_1100393577664921600_2019-02-26.jpg,"{'fear': 0.0336074293366439, 'disgust': 0.05624829094326047, 'joy': 0.3504016165936396, 'surprise': 0.5195805051706731, 'sadness': 0.027121988110036622, 'anger': 0.013040169845746347}","{'fear': 0.03359963201805588, 'disgust': 0.20311528414647492, 'joy': 0.4018675492786482, 'surprise': 0.2905089862493358, 'sadness': 0.009716253685679813, 'anger': 0.061192294621805414}","{'surprise': 0.38531786, 'fear': 0.22382773, 'disgust': 0.16835186, 'sadness': 0.107352555, 'anger': 0.09484795, 'joy': 0.020302026}","{'fear': 0.12871757966832195, 'disgust': 0.11230007547163023, 'joy': 0.18535182129681982, 'surprise': 0.45244918258533656, 'sadness': 0.06723727155501831, 'anger': 0.053944059922873176}",0.8352199714765352,0.268553829296733,0.5073474060335057,0.3015359914682801,0.5021381373004731,1.6417679826947853,1.9897839234173813,2.19245704940162,0.23159481585025787,0.582541823387146,0.24644194543361664,0.013218998908996582,0.03685499727725983,0.01562661863863468
1099779939354791936,"BUT BECAUSE ITS A FTAUDSTER TRUST HQ WITH THE CLIMATE CHANGE 2ND BUISNESS ONLYNIGHTS, IF NOT PUTTING THIS THEY WILL KNOW NOT BOARD [URL]","[('disgust', 0.3368435800075531), ('anticipation', 0.13001929223537445), ('anger', 0.07646046578884125), ('fear', 0.06698666512966156), ('sadness', 0.054119497537612915), ('pessimism', 0.03216215968132019), ('surprise', 0.01715811714529991), ('joy', 0.01236515399068594), ('optimism', 0.0102315042167902), ('trust', 0.002827202435582876), ('love', 0.0017312495037913322)]","[('fear', 0.13382125892359664), ('disgust', 0.4546380859569128), ('joy', 0.036651276835486524), ('surprise', 0.19864548315104116), ('sadness', 0.0730451349938107), ('anger', 0.1031987601391522)]","[('fear', 0.033844770790396446), ('disgust', 0.19704648172399208), ('joy', 0.39916997709878865), ('surprise', 0.17919907133799182), ('sadness', 0.13962211380098677), ('anger', 0.05111758524784418)]",0.5983392743303213,"[('fear', 0.36490017), ('disgust', 0.22249216), ('surprise', 0.19998768), ('anger', 0.12997152), ('joy', 0.057374693), ('sadness', 0.025273833)]",0.5035363236945437,0.7911195382068797,id_1099779939354791936_2019-02-24.jpg,"{'fear': 0.13382125892359664, 'disgust': 0.4546380859569128, 'joy': 0.036651276835486524, 'surprise': 0.19864548315104116, 'sadness': 0.0730451349938107, 'anger': 0.1031987601391522}","{'fear': 0.033844770790396446, 'disgust': 0.19704648172399208, 'joy': 0.39916997709878865, 'surprise': 0.17919907133799182, 'sadness': 0.13962211380098677, 'anger': 0.05111758524784418}","{'fear': 0.36490017, 'disgust': 0.22249216, 'surprise': 0.19998768, 'anger': 0.12997152, 'joy': 0.057374693, 'sadness': 0.025273833}","{'fear': 0.24936071446179833, 'disgust': 0.3385651229784564, 'joy': 0.047012984917743264, 'surprise': 0.19931658157552057, 'sadness': 0.04915948399690535, 'anger': 0.1165851400695761}",0.5839445234356864,0.4498658410664961,0.2844989577252993,0.4704890484286549,0.5146303659714624,2.1572130347578216,2.2163146513701917,2.274940008602915,0.778005838394165,0.3892015218734741,0.7640963792800903,0.03588194027543068,0.02662910521030426,0.033893898129463196
1098560864758714368,Spain proposes 47 bln euros public investment as part of 10-yr climate change plan [URL] [URL],"[('anticipation', 0.8750032186508179), ('optimism', 0.5304754376411438), ('joy', 0.28000372648239136), ('surprise', 0.25452619791030884), ('trust', 0.10790658742189407), ('sadness', 0.10755572468042374), ('disgust', 0.07095476239919662), ('fear', 0.05922932177782059), ('love', 0.03793500363826752), ('pessimism', 0.03179948404431343), ('anger', 0.014839914627373219)]","[('fear', 0.03840506181305455), ('disgust', 0.029935820988317804), ('joy', 0.40347181734648696), ('surprise', 0.47654856801544004), ('sadness', 0.04537777044741983), ('anger', 0.006260961389280806)]","[('fear', 0.09893739381835281), ('disgust', 0.02492932195471394), ('joy', 0.2123142187301468), ('surprise', 0.6325254959508885), ('sadness', 0.019633623577324923), ('anger', 0.011659945968573022)]",0.9257175651654368,"[('anger', 0.7990356), ('surprise', 0.09124033), ('disgust', 0.050220653), ('fear', 0.030285928), ('sadness', 0.023869064), ('joy', 0.0053485683)]",0.13376909889906,0.1073618713021902,id_1098560864758714368_2019-02-21.jpg,"{'fear': 0.03840506181305455, 'disgust': 0.029935820988317804, 'joy': 0.40347181734648696, 'surprise': 0.47654856801544004, 'sadness': 0.04537777044741983, 'anger': 0.006260961389280806}","{'fear': 0.09893739381835281, 'disgust': 0.02492932195471394, 'joy': 0.2123142187301468, 'surprise': 0.6325254959508885, 'sadness': 0.019633623577324923, 'anger': 0.011659945968573022}","{'anger': 0.7990356, 'surprise': 0.09124033, 'disgust': 0.050220653, 'fear': 0.030285928, 'sadness': 0.023869064, 'joy': 0.0053485683}","{'fear': 0.034345494906527274, 'disgust': 0.0400782369941589, 'joy': 0.2044101928232435, 'surprise': 0.28389444900772004, 'sadness': 0.034623417223709915, 'anger': 0.40264828069464037}",0.6416227237349456,0.2102378505457755,0.8173593249824143,0.4822096428005081,0.7957872755575157,1.618338911887622,1.5418306150967809,2.0333959820048517,0.12264978140592575,1.994584560394287,0.5551875829696655,0.010875195264816284,0.14725986123085022,0.046517372131347656
1098851263553437696,Girls are also leading on mitigating #ClimateChange Join the #girls movement #Recycling girl #GreenKidsAwards ceremony. Our 🌏 our business #MyLittleHandsBigImpact #environment [URL],"[('optimism', 0.9863866567611694), ('joy', 0.9041579365730286), ('anticipation', 0.33950075507164), ('trust', 0.2786920368671417), ('love', 0.17723584175109863), ('surprise', 0.03408737853169441), ('fear', 0.021890852600336075), ('sadness', 0.021068310365080833), ('disgust', 0.008973106741905212), ('pessimism', 0.007969553582370281), ('anger', 0.004286536946892738)]","[('fear', 0.010724761524409333), ('disgust', 0.0032228104785706883), ('joy', 0.8427667571332528), ('surprise', 0.13417914065634448), ('sadness', 0.007566963523710995), ('anger', 0.0015395666837117242)]","[('fear', 0.007174656347334114), ('disgust', 0.002150261445598514), ('joy', 0.7442691043306594), ('surprise', 0.24135073605139787), ('sadness', 0.0028448969939434718), ('anger', 0.0022103448310667223)]",0.9878861801031952,"[('anger', 0.66355056), ('surprise', 0.09584811), ('disgust', 0.09047955), ('fear', 0.08244331), ('sadness', 0.056689434), ('joy', 0.010988973)]",0.0630178328319435,0.0423950166754095,id_1098851263553437696_2019-02-22.jpg,"{'fear': 0.010724761524409333, 'disgust': 0.0032228104785706883, 'joy': 0.8427667571332528, 'surprise': 0.13417914065634448, 'sadness': 0.007566963523710995, 'anger': 0.0015395666837117242}","{'fear': 0.007174656347334114, 'disgust': 0.002150261445598514, 'joy': 0.7442691043306594, 'surprise': 0.24135073605139787, 'sadness': 0.0028448969939434718, 'anger': 0.0022103448310667223}","{'anger': 0.66355056, 'surprise': 0.09584811, 'disgust': 0.09047955, 'fear': 0.08244331, 'sadness': 0.056689434, 'joy': 0.010988973}","{'fear': 0.04658403576220467, 'disgust': 0.04685118023928535, 'joy': 0.4268778650666264, 'surprise': 0.11501362532817225, 'sadness': 0.0321281987618555, 'anger': 0.33254506334185585}",0.79404086380314,0.1207092915134293,0.8866551095887684,0.4958416265992968,0.8769663498297207,0.7613601172275598,0.9258144556454898,1.9836439704015187,0.04344966262578964,1.7749252319335938,0.5546061992645264,0.0035373391583561897,0.14921288192272186,0.03837135061621666
