conversation_id,tweet_text,roberta-large-predictions,averaged_predictions,mapped_predictions,cosine_similarity_tweet_replies,clip_predictions,cosine_similarity_clip_replies,cosine_similarity_clip_tweet,similarity_bin,matched_filename,tweet_distribution,average_reply_distribution,clip_distribution,clip_tweet_dist,cosine_similarity_multi,jsd,jsd_image,jsd_multi,jsd_image_reply,tweet_entropy,reply_entropy,multi_entropy,KL_Divergence_tweet_distribution,KL_Divergence_clip_distribution,KL_Divergence_clip_tweet_dist,MSE_tweet_distribution,MSE_clip_distribution,MSE_clip_tweet_dist
1166008123263475712,#AlTenoorOverflow #Africafires#Angola#Zambia#Tanzania#CongoLinks to the #SkirmishEvents statements in multiple languages:[URL] [URL],"[('anticipation', 0.18425847589969635), ('anger', 0.12968504428863525), ('fear', 0.08224733918905258), ('disgust', 0.06633312255144119), ('sadness', 0.05716506764292717), ('surprise', 0.022543413564562798), ('optimism', 0.02188827469944954), ('joy', 0.01865951344370842), ('pessimism', 0.010443828999996185), ('trust', 0.007147588767111301), ('love', 0.00242050364613533)]","[('anger', 0.06943728003861536), ('fear', 0.4878813124112428), ('surprise', 0.06856447208246866), ('disgust', 0.042120958481662855), ('sadness', 0.30462123612702724), ('joy', 0.027374740858983088)]","[('anger', 0.21514055782994462), ('fear', 0.15376969441223934), ('surprise', 0.3430732826878959), ('disgust', 0.11004310532953065), ('sadness', 0.09483379219668146), ('joy', 0.08313956754370803)]",0.5490028660814057,"[('fear', 0.3789367), ('anger', 0.26606992), ('surprise', 0.12640072), ('disgust', 0.11808189), ('sadness', 0.05766713), ('joy', 0.052843694)]",0.8054129575819835,0.7820313823099261,0.6-0.8,id_1166008123263475712_2019-08-26.jpg,"{'anger': 0.21514055782994462, 'fear': 0.15376969441223934, 'surprise': 0.3430732826878959, 'disgust': 0.11004310532953065, 'sadness': 0.09483379219668146, 'joy': 0.08313956754370803}","{'anger': 0.06943728003861536, 'fear': 0.4878813124112428, 'surprise': 0.06856447208246866, 'disgust': 0.042120958481662855, 'sadness': 0.30462123612702724, 'joy': 0.027374740858983088}","{'fear': 0.3789367, 'anger': 0.26606992, 'surprise': 0.12640072, 'disgust': 0.11808189, 'sadness': 0.05766713, 'joy': 0.052843694}","{'anger': 0.24060523891497232, 'fear': 0.26635319720611966, 'surprise': 0.23473700134394793, 'disgust': 0.11406249766476532, 'sadness': 0.07625046109834073, 'joy': 0.06799163077185402}",0.722442745625148,0.4795985562145918,0.2840881503958188,0.4078457527357337,0.3723945023807623,2.3927318592158526,1.8944184889517168,2.3977596412064197,0.6590059995651245,0.5816194415092468,0.47966480255126953,0.04332483187317848,0.03595670685172081,0.027494169771671295
1158024573243334657,"Sage words from co-founder of the [USER] [USER] [USER] [USER] and others, and why the ridiculous Greta-bashing NYT Op yesterday was so out of touch. Democracy hasn't \caught up\"" to #climatechange yet, so time to wake it up[USER] [USER] [URL]","[('disgust', 0.9435292482376099), ('anger', 0.9172366261482239), ('optimism', 0.34833213686943054), ('anticipation', 0.23339901864528656), ('pessimism', 0.14290618896484375), ('sadness', 0.07100561261177063), ('trust', 0.027429115027189255), ('surprise', 0.022931357845664024), ('joy', 0.022258438169956207), ('fear', 0.016862407326698303), ('love', 0.003642430528998375)]","[('anger', 0.12345011625812803), ('fear', 0.11854714032467341), ('surprise', 0.20602181319732263), ('disgust', 0.1589595195751795), ('sadness', 0.09678160517488367), ('joy', 0.29623980546981277)]","[('anger', 0.3335972931162361), ('fear', 0.05810754796355703), ('surprise', 0.09322689184353215), ('disgust', 0.34315987196219894), ('sadness', 0.02582461219720083), ('joy', 0.14608378291727495)]",0.7415710325557532,"[('surprise', 0.3979619), ('disgust', 0.1926324), ('fear', 0.18953924), ('anger', 0.17898792), ('sadness', 0.031854156), ('joy', 0.009024405)]",0.7189722335130337,0.667360210485464,0.6-0.8,id_1158024573243334657_2019-08-04.jpg,"{'anger': 0.3335972931162361, 'fear': 0.05810754796355703, 'surprise': 0.09322689184353215, 'disgust': 0.34315987196219894, 'sadness': 0.02582461219720083, 'joy': 0.14608378291727495}","{'anger': 0.12345011625812803, 'fear': 0.11854714032467341, 'surprise': 0.20602181319732263, 'disgust': 0.1589595195751795, 'sadness': 0.09678160517488367, 'joy': 0.29623980546981277}","{'surprise': 0.3979619, 'disgust': 0.1926324, 'fear': 0.18953924, 'anger': 0.17898792, 'sadness': 0.031854156, 'joy': 0.009024405}","{'anger': 0.25629260655811803, 'fear': 0.12382339398177851, 'surprise': 0.24559439592176607, 'disgust': 0.26789613598109946, 'sadness': 0.028839384098600415, 'joy': 0.07755409395863747}",0.7997893293906486,0.3449716692085293,0.4305954037642761,0.3029281490891405,0.4109526588385183,2.157164556855373,2.474610033337073,2.316719565633491,0.3401409983634949,0.9380593299865723,0.2996864318847656,0.02034149505198002,0.02803773619234562,0.013924621045589447
1161462789795221504,So I know they are #ClimateChangedeniers.But I will suggest you look around to what is destroying our #planet. Other than the #lack of leadership??#Greed.#Greed for #Oil.#Greed for #MoneyAnd #Deforestation.#fossilfree #ClimateChange#Rainforest#JairBolsonaro#AlGore [URL],"[('disgust', 0.9702249765396118), ('anger', 0.9526081085205078), ('sadness', 0.5032250881195068), ('pessimism', 0.25362253189086914), ('fear', 0.10858986526727676), ('anticipation', 0.03798331692814827), ('optimism', 0.02562788501381874), ('trust', 0.0063927993178367615), ('surprise', 0.004614512901753187), ('love', 0.0027436271775513887), ('joy', 0.002227106364443898)]","[('anger', 0.2677825772720873), ('fear', 0.10465799783353473), ('surprise', 0.047283146898703936), ('disgust', 0.2885787136270385), ('sadness', 0.2641371961918088), ('joy', 0.027560368176826635)]","[('anger', 0.33216690109041486), ('fear', 0.12630059352256895), ('surprise', 0.014853525811102821), ('disgust', 0.3383097634117454), ('sadness', 0.17547060178945453), ('joy', 0.012898614374713402)]",0.9702987724241956,"[('surprise', 0.39039624), ('anger', 0.3012097), ('disgust', 0.11028163), ('fear', 0.09690402), ('sadness', 0.07113794), ('joy', 0.030070437)]",0.6322518508370917,0.6202691054882136,0.6-0.8,id_1161462789795221504_2019-08-14.jpg,"{'anger': 0.33216690109041486, 'fear': 0.12630059352256895, 'surprise': 0.014853525811102821, 'disgust': 0.3383097634117454, 'sadness': 0.17547060178945453, 'joy': 0.012898614374713402}","{'anger': 0.2677825772720873, 'fear': 0.10465799783353473, 'surprise': 0.047283146898703936, 'disgust': 0.2885787136270385, 'sadness': 0.2641371961918088, 'joy': 0.027560368176826635}","{'surprise': 0.39039624, 'anger': 0.3012097, 'disgust': 0.11028163, 'fear': 0.09690402, 'sadness': 0.07113794, 'joy': 0.030070437}","{'anger': 0.31668830054520747, 'fear': 0.11160230676128446, 'surprise': 0.20262488290555142, 'disgust': 0.2242956967058727, 'sadness': 0.12330427089472726, 'joy': 0.0214845256873567}",0.8904504509972306,0.1397363404180507,0.4705657461798825,0.2472823662402118,0.4289895770996638,2.04586312089837,2.225497517624853,2.3201508602549334,0.06045513600111008,0.4073874056339264,0.16036084294319153,0.002702555852010846,0.02193828485906124,0.008429032750427723
1163191441306398721,"Is Climate Change real? That’s not up to us to decide... But, join us this weekend as two climate experts, Climate denier and Trump supporter Larry the Cable Guy, and noted scientist Bill Nye hash it out. Who’s right? Who knows. #Neutrality [URL]","[('anticipation', 0.9576886892318726), ('optimism', 0.2874801754951477), ('disgust', 0.23735328018665314), ('surprise', 0.19755730032920837), ('anger', 0.18009325861930847), ('pessimism', 0.13257841765880585), ('trust', 0.10817704349756241), ('joy', 0.046493202447891235), ('fear', 0.03548547625541687), ('sadness', 0.0316387340426445), ('love', 0.011679301038384438)]","[('anger', 0.15045814225567147), ('fear', 0.07586135856025264), ('surprise', 0.3302255480793997), ('disgust', 0.16025844169791342), ('sadness', 0.057950485684166816), ('joy', 0.225246023722596)]","[('anger', 0.08089625640880886), ('fear', 0.07549277501767722), ('surprise', 0.5189260081318872), ('disgust', 0.10661693813892006), ('sadness', 0.01421183203183748), ('joy', 0.20385619027086918)]",0.9386994947106948,"[('anger', 0.45440218), ('disgust', 0.20690694), ('fear', 0.18046623), ('surprise', 0.12013082), ('sadness', 0.031838115), ('joy', 0.0062557277)]",0.622255910844368,0.432749269531791,0.4-0.6,id_1163191441306398721_2019-08-18.jpg,"{'anger': 0.08089625640880886, 'fear': 0.07549277501767722, 'surprise': 0.5189260081318872, 'disgust': 0.10661693813892006, 'sadness': 0.01421183203183748, 'joy': 0.20385619027086918}","{'anger': 0.15045814225567147, 'fear': 0.07586135856025264, 'surprise': 0.3302255480793997, 'disgust': 0.16025844169791342, 'sadness': 0.057950485684166816, 'joy': 0.225246023722596}","{'anger': 0.45440218, 'disgust': 0.20690694, 'fear': 0.18046623, 'surprise': 0.12013082, 'sadness': 0.031838115, 'joy': 0.0062557277}","{'anger': 0.2676492182044044, 'fear': 0.1279795025088386, 'surprise': 0.31952841406594357, 'disgust': 0.15676193906946004, 'sadness': 0.02302497351591874, 'joy': 0.10505595898543459}",0.9274887791012651,0.1935681078676318,0.5616410470094348,0.1967288176430004,0.458495190104022,1.965241877957023,2.367058749191703,2.300349132705625,0.11371168494224548,0.8452242612838745,0.1133580356836319,0.007615813985466957,0.030371936038136482,0.005373690742999315
1164233724772462592,Why isn’t everyone doing this?[URL] [USER] #climatechange #greenenergy #scotland #sunshine #solarpower [URL],"[('optimism', 0.792866587638855), ('sadness', 0.5277253985404968), ('disgust', 0.31428539752960205), ('anticipation', 0.1649276316165924), ('anger', 0.12359989434480667), ('joy', 0.10614132881164551), ('pessimism', 0.048557113856077194), ('trust', 0.018674595281481743), ('fear', 0.011827273294329643), ('surprise', 0.011398430913686752), ('love', 0.009378811344504356)]","[('anger', 0.12882927371328437), ('fear', 0.17372082769771813), ('surprise', 0.029245819067565317), ('disgust', 0.16787003411587595), ('sadness', 0.29480749165748926), ('joy', 0.20552655374806705)]","[('anger', 0.0580449479990004), ('fear', 0.02835769909575286), ('surprise', 0.08280619643481586), ('disgust', 0.147594620959459), ('sadness', 0.24783025485912938), ('joy', 0.43536628065184246)]",0.8381715248265623,"[('anger', 0.5921461), ('sadness', 0.21181808), ('disgust', 0.11560739), ('surprise', 0.053252302), ('fear', 0.024769533), ('joy', 0.0024066125)]",0.5658351926174524,0.3218359163494986,0.2-0.4,id_1164233724772462592_2019-08-21.jpg,"{'anger': 0.0580449479990004, 'fear': 0.02835769909575286, 'surprise': 0.08280619643481586, 'disgust': 0.147594620959459, 'sadness': 0.24783025485912938, 'joy': 0.43536628065184246}","{'anger': 0.12882927371328437, 'fear': 0.17372082769771813, 'surprise': 0.029245819067565317, 'disgust': 0.16787003411587595, 'sadness': 0.29480749165748926, 'joy': 0.20552655374806705}","{'anger': 0.5921461, 'sadness': 0.21181808, 'disgust': 0.11560739, 'surprise': 0.053252302, 'fear': 0.024769533, 'joy': 0.0024066125}","{'anger': 0.3250955239995002, 'fear': 0.02656361604787643, 'surprise': 0.06802924921740794, 'disgust': 0.1316010054797295, 'sadness': 0.22982416742956469, 'joy': 0.21888644657592124}",0.8460263271810714,0.3062669588262776,0.6300463399476648,0.2926210424458097,0.5169146338050488,2.110238468139313,2.389405212006541,2.282167028219331,0.30566123127937317,1.565800428390503,0.28362178802490234,0.01407563779503107,0.05848127231001854,0.011232768185436726
1159487067505790985,"That darn dust-bowl, man-made climate change thingy...[URL] [URL]","[('disgust', 0.9858072996139526), ('anger', 0.9622955918312073), ('sadness', 0.15863272547721863), ('pessimism', 0.08072908967733383), ('joy', 0.029026823118329048), ('anticipation', 0.024772681295871735), ('fear', 0.010676177218556404), ('surprise', 0.008949261158704758), ('optimism', 0.007984613068401814), ('trust', 0.005593104287981987), ('love', 0.00366097129881382)]","[('anger', 0.054151702572228184), ('fear', 0.11927994364098304), ('surprise', 0.1827613230151573), ('disgust', 0.0856397350841004), ('sadness', 0.18352689041384754), ('joy', 0.37464040527368353)]","[('anger', 0.42240622521575405), ('fear', 0.040122966458630505), ('surprise', 0.014802477056009507), ('disgust', 0.4327268499979856), ('sadness', 0.06963291875525128), ('joy', 0.02030856251636905)]",0.2986417313121162,"[('fear', 0.507273), ('anger', 0.31396592), ('surprise', 0.07475132), ('disgust', 0.068387166), ('sadness', 0.033587635), ('joy', 0.002034858)]",0.3561650075763152,0.5028170029941207,0.4-0.6,id_1159487067505790985_2019-08-08.jpg,"{'anger': 0.42240622521575405, 'fear': 0.040122966458630505, 'surprise': 0.014802477056009507, 'disgust': 0.4327268499979856, 'sadness': 0.06963291875525128, 'joy': 0.02030856251636905}","{'anger': 0.054151702572228184, 'fear': 0.11927994364098304, 'surprise': 0.1827613230151573, 'disgust': 0.0856397350841004, 'sadness': 0.18352689041384754, 'joy': 0.37464040527368353}","{'fear': 0.507273, 'anger': 0.31396592, 'surprise': 0.07475132, 'disgust': 0.068387166, 'sadness': 0.033587635, 'joy': 0.002034858}","{'anger': 0.36818607260787706, 'fear': 0.27369798322931527, 'surprise': 0.044776898528004754, 'disgust': 0.25055700799899283, 'sadness': 0.051610276877625635, 'joy': 0.011171710258184525}",0.3775748256178926,0.6653766442044553,0.5560612701268433,0.6037837276070677,0.6358360059891239,1.706076768503501,2.3250192967098138,2.0364657307548435,1.6092472076416016,2.211683750152588,1.5110329389572144,0.07151329517364502,0.06941702961921692,0.053035248070955276
1160578695574114306,"[URL] I talk with Nick Hunt, editor at the Dark Mountain Project, who also produced Issue 15: In the Age of Fire, a beautiful book of poetry, fiction, and essay dealing with #climatechange, #extinction, #fire, and #renewal. [USER] [USER] [URL]","[('optimism', 0.8279923796653748), ('joy', 0.6924511194229126), ('fear', 0.5974658131599426), ('anticipation', 0.3256593644618988), ('trust', 0.15761740505695343), ('sadness', 0.08355623483657837), ('love', 0.07655921578407288), ('surprise', 0.04785456880927086), ('pessimism', 0.009086033329367638), ('disgust', 0.00545100960880518), ('anger', 0.004257972352206707)]","[('anger', 0.003986847092219844), ('fear', 0.031495708914731024), ('surprise', 0.16363114501353176), ('disgust', 0.006426998490343119), ('sadness', 0.03918747051010214), ('joy', 0.7552718299790722)]","[('anger', 0.0015056739585709536), ('fear', 0.21448455843278938), ('surprise', 0.1320793457473599), ('disgust', 0.0019275473246425537), ('sadness', 0.029546562650759008), ('joy', 0.6204563118858781)]",0.959620599731542,"[('anger', 0.51621604), ('fear', 0.18032055), ('disgust', 0.13128938), ('sadness', 0.0893608), ('surprise', 0.07106455), ('joy', 0.011748692)]",0.0733076039246715,0.153421421062211,0-0.2,id_1160578695574114306_2019-08-11.jpg,"{'anger': 0.0015056739585709536, 'fear': 0.21448455843278938, 'surprise': 0.1320793457473599, 'disgust': 0.0019275473246425537, 'sadness': 0.029546562650759008, 'joy': 0.6204563118858781}","{'anger': 0.003986847092219844, 'fear': 0.031495708914731024, 'surprise': 0.16363114501353176, 'disgust': 0.006426998490343119, 'sadness': 0.03918747051010214, 'joy': 0.7552718299790722}","{'anger': 0.51621604, 'fear': 0.18032055, 'disgust': 0.13128938, 'sadness': 0.0893608, 'surprise': 0.07106455, 'joy': 0.011748692}","{'anger': 0.25886085697928546, 'fear': 0.1974025542163947, 'surprise': 0.10157194787367996, 'disgust': 0.06660846366232129, 'sadness': 0.05945368132537951, 'joy': 0.31610250194293904}",0.7236819330766455,0.2508270196814727,0.7770754892557736,0.50925103190079,0.8339619032603589,1.470990876469686,1.1519936875501606,2.3295530613521476,0.1458224058151245,3.065894842147827,0.6300686001777649,0.00879583414644003,0.1410490721464157,0.04887324571609497
1165901531503386624,Finished my #edfringe run. Talking about #ClimateChange daily is tough. Currently on first of 4 trains to [USER] to perform the show again. Think I’ve gone mad. Huge thanks to amazing [USER] staff who are all wonderful & deserve medals [URL],"[('joy', 0.9973440766334534), ('optimism', 0.6487089395523071), ('love', 0.28174418210983276), ('surprise', 0.07142329961061478), ('fear', 0.06653494387865067), ('trust', 0.05550520494580269), ('anticipation', 0.05158466473221779), ('sadness', 0.03213687241077423), ('disgust', 0.006547305267304182), ('anger', 0.00593313854187727), ('pessimism', 0.004749724175781012)]","[('anger', 0.010208877897733228), ('fear', 0.13000681657572866), ('surprise', 0.14151373089013985), ('disgust', 0.022095944478074524), ('sadness', 0.1468236591225434), ('joy', 0.5493509710357803)]","[('anger', 0.0026699242027499784), ('fear', 0.03207824310525974), ('surprise', 0.05535382981736694), ('disgust', 0.0029463004567624428), ('sadness', 0.014461656818663422), ('joy', 0.8924900455991974)]",0.9384698761093468,"[('disgust', 0.66198355), ('anger', 0.18341625), ('sadness', 0.05798028), ('surprise', 0.04638785), ('fear', 0.037818767), ('joy', 0.012413221)]",0.1041826568573895,0.0292864031564859,0-0.2,id_1165901531503386624_2019-08-26.jpg,"{'anger': 0.0026699242027499784, 'fear': 0.03207824310525974, 'surprise': 0.05535382981736694, 'disgust': 0.0029463004567624428, 'sadness': 0.014461656818663422, 'joy': 0.8924900455991974}","{'anger': 0.010208877897733228, 'fear': 0.13000681657572866, 'surprise': 0.14151373089013985, 'disgust': 0.022095944478074524, 'sadness': 0.1468236591225434, 'joy': 0.5493509710357803}","{'disgust': 0.66198355, 'anger': 0.18341625, 'sadness': 0.05798028, 'surprise': 0.04638785, 'fear': 0.037818767, 'joy': 0.012413221}","{'anger': 0.09304308710137499, 'fear': 0.03494850505262987, 'surprise': 0.05087083990868347, 'disgust': 0.3324649252283812, 'sadness': 0.036220968409331714, 'joy': 0.4524516332995987}",0.7949221606716277,0.3462606647228711,0.9041527367938827,0.4598850607110773,0.793349636549767,0.6727214630544178,1.852047823528212,1.925722919779072,0.4466868042945862,2.3037307262420654,0.5452089905738831,0.025450197979807854,0.12256917357444763,0.023677513003349304
1157571479363555328,Today we are very excited to meet with someone who is very passionate about #climatechange & all things natural.  We were privileged to meet with him last year & cannot wait to share our updates with him!#Rebels #Research #ResolutionHe also has a fondness for tartan.... [URL],"[('joy', 0.9942025542259216), ('optimism', 0.9786787629127502), ('anticipation', 0.44091489911079407), ('love', 0.17183123528957367), ('trust', 0.10119284689426422), ('surprise', 0.03686218708753586), ('fear', 0.014257626608014107), ('pessimism', 0.0045646727085113525), ('sadness', 0.004432277288287878), ('anger', 0.0037793396040797234), ('disgust', 0.003736282931640744)]","[('anger', 0.03722615195384603), ('fear', 0.04074887712634117), ('surprise', 0.21744916176734633), ('disgust', 0.048301555030529866), ('sadness', 0.040260374769400455), ('joy', 0.616013879352536)]","[('anger', 0.0013720836902102558), ('fear', 0.006833408110925468), ('surprise', 0.1734562691379347), ('disgust', 0.0013564520285452189), ('sadness', 0.0016091317570890759), ('joy', 0.8153726552752953)]",0.9843626600984248,"[('sadness', 0.4892887), ('disgust', 0.14712745), ('anger', 0.1235677), ('fear', 0.10116783), ('surprise', 0.094333954), ('joy', 0.044514418)]",0.2323650716126314,0.1198859614450962,0-0.2,id_1157571479363555328_2019-08-03.jpg,"{'anger': 0.0013720836902102558, 'fear': 0.006833408110925468, 'surprise': 0.1734562691379347, 'disgust': 0.0013564520285452189, 'sadness': 0.0016091317570890759, 'joy': 0.8153726552752953}","{'anger': 0.03722615195384603, 'fear': 0.04074887712634117, 'surprise': 0.21744916176734633, 'disgust': 0.048301555030529866, 'sadness': 0.040260374769400455, 'joy': 0.616013879352536}","{'sadness': 0.4892887, 'disgust': 0.14712745, 'anger': 0.1235677, 'fear': 0.10116783, 'surprise': 0.094333954, 'joy': 0.044514418}","{'anger': 0.06246989184510513, 'fear': 0.05400061905546273, 'surprise': 0.13389511156896733, 'disgust': 0.07424195101427261, 'sadness': 0.24544891587854456, 'joy': 0.42994353663764767}",0.9026711964867508,0.2699711728906095,0.8432838678343936,0.2885955498288691,0.6624261281808095,0.7685424131343338,1.6718569689995535,2.1652276312447105,0.3742566704750061,1.5232468843460083,0.2026839405298233,0.007968808524310589,0.09280353039503098,0.014198592863976955
1159499536601092097,Galar Weezing doesn’t have time to talk about your “climate change” nonsense 💀💀💀 #galar #weezing #pokemon #pkmn #sword #shield [URL],"[('anger', 0.9928472638130188), ('disgust', 0.9661168456077576), ('sadness', 0.06267959624528885), ('joy', 0.03098435513675213), ('pessimism', 0.02732735499739647), ('anticipation', 0.024184035137295723), ('optimism', 0.01675214059650898), ('trust', 0.007197820581495762), ('surprise', 0.006723775528371334), ('fear', 0.004800465423613787), ('love', 0.003939600195735693)]","[('anger', 0.18726494436049862), ('fear', 0.02534388690795802), ('surprise', 0.0858991635850104), ('disgust', 0.2314826916324475), ('sadness', 0.07032521254498085), ('joy', 0.3996841009691045)]","[('anger', 0.46317825894997444), ('fear', 0.014988113951496431), ('surprise', 0.01441896095588696), ('disgust', 0.45070811473285816), ('sadness', 0.029240979271155806), ('joy', 0.027465572138628207)]",0.6211208991501144,"[('sadness', 0.30122474), ('disgust', 0.21299884), ('anger', 0.19010891), ('fear', 0.15504435), ('surprise', 0.09977628), ('joy', 0.040846817)]",0.57876456573556,0.6694175181006828,0.6-0.8,id_1159499536601092097_2019-08-08.jpg,"{'anger': 0.46317825894997444, 'fear': 0.014988113951496431, 'surprise': 0.01441896095588696, 'disgust': 0.45070811473285816, 'sadness': 0.029240979271155806, 'joy': 0.027465572138628207}","{'anger': 0.18726494436049862, 'fear': 0.02534388690795802, 'surprise': 0.0858991635850104, 'disgust': 0.2314826916324475, 'sadness': 0.07032521254498085, 'joy': 0.3996841009691045}","{'sadness': 0.30122474, 'disgust': 0.21299884, 'anger': 0.19010891, 'fear': 0.15504435, 'surprise': 0.09977628, 'joy': 0.040846817}","{'anger': 0.3266435844749872, 'fear': 0.08501623197574822, 'surprise': 0.05709762047794348, 'disgust': 0.33185347736642906, 'sadness': 0.1652328596355779, 'joy': 0.034156194569314104}",0.658724255911425,0.4869597960082466,0.4930102712397045,0.4237049069027865,0.4646742881984004,1.5029538052170146,2.1779639139276146,2.1891217949954123,0.9747507572174072,0.7685906291007996,0.7398886680603027,0.044939856976270676,0.03242254629731178,0.02941819094121456
